0.001,500.0188496
0.002,500.0376991
0.003,500.0565487
0.004,500.0753982
0.005,500.0942478
0.006,500.1130973
0.007,500.1319469
0.008,500.1507964
0.009,500.169646
0.01,500.1884955
0.011,500.2073451
0.012,500.2261946
0.013,500.2450442
0.014,500.2638937
0.015,500.2827433
0.016,500.3015928
0.017,500.3204424
0.018,500.3392919
0.019,500.3581415
0.02,500.376991
0.021,500.3958406
0.022,500.4146901
0.023,500.4335396
0.024,500.4523892
0.025,500.4712387
0.026,500.4900882
0.027,500.5089378
0.028,500.5277873
0.029,500.5466368
0.03,500.5654863
0.031,500.5843359
0.032,500.6031854
0.033,500.6220349
0.034,500.6408844
0.035,500.6597339
0.036,500.6785834
0.037,500.6974329
0.038,500.7162824
0.039,500.7351319
0.04,500.7539814
0.041,500.7728309
0.042,500.7916804
0.043,500.8105299
0.044,500.8293794
0.045,500.8482289
0.046,500.8670784
0.047,500.8859278
0.048,500.9047773
0.049,500.9236268
0.05,500.9424762
0.051,500.9613257
0.052,500.9801752
0.053,500.9990246
0.054,501.0178741
0.055,501.0367235
0.056,501.055573
0.057,501.0744224
0.058,501.0932718
0.059,501.1121213
0.06,501.1309707
0.061,501.1498201
0.062,501.1686695
0.063,501.1875189
0.064,501.2063683
0.065,501.2252177
0.066,501.2440671
0.067,501.2629165
0.068,501.2817659
0.069,501.3006153
0.07,501.3194647
0.071,501.338314
0.072,501.3571634
0.073,501.3760128
0.074,501.3948621
0.075,501.4137115
0.076,501.4325608
0.077,501.4514101
0.078,501.4702595
0.079,501.4891088
0.08,501.5079581
0.081,501.5268074
0.082,501.5456567
0.083,501.564506
0.084,501.5833553
0.085,501.6022046
0.086,501.6210539
0.087,501.6399032
0.088,501.6587525
0.089,501.6776017
0.09,501.696451
0.091,501.7153002
0.092,501.7341495
0.093,501.7529987
0.094,501.771848
0.095,501.7906972
0.096,501.8095464
0.097,501.8283956
0.098,501.8472448
0.099,501.866094
0.1,501.8849432
0.101,501.9037924
0.102,501.9226415
0.103,501.9414907
0.104,501.9603399
0.105,501.979189
0.106,501.9980382
0.107,502.0168873
0.108,502.0357364
0.109,502.0545855
0.11,502.0734346
0.111,502.0922837
0.112,502.1111328
0.113,502.1299819
0.114,502.148831
0.115,502.1676801
0.116,502.1865291
0.117,502.2053782
0.118,502.2242272
0.119,502.2430763
0.12,502.2619253
0.121,502.2807743
0.122,502.2996233
0.123,502.3184723
0.124,502.3373213
0.125,502.3561703
0.126,502.3750192
0.127,502.3938682
0.128,502.4127171
0.129,502.4315661
0.13,502.450415
0.131,502.4692639
0.132,502.4881129
0.133,502.5069618
0.134,502.5258107
0.135,502.5446595
0.136,502.5635084
0.137,502.5823573
0.138,502.6012061
0.139,502.620055
0.14,502.6389038
0.141,502.6577526
0.142,502.6766014
0.143,502.6954502
0.144,502.714299
0.145,502.7331478
0.146,502.7519966
0.147,502.7708453
0.148,502.7896941
0.149,502.8085428
0.15,502.8273915
0.151,502.8462402
0.152,502.8650889
0.153,502.8839376
0.154,502.9027863
0.155,502.921635
0.156,502.9404836
0.157,502.9593323
0.158,502.9781809
0.159,502.9970295
0.16,503.0158781
0.161,503.0347267
0.162,503.0535753
0.163,503.0724239
0.164,503.0912725
0.165,503.110121
0.166,503.1289696
0.167,503.1478181
0.168,503.1666666
0.169,503.1855151
0.17,503.2043636
0.171,503.223212
0.172,503.2420605
0.173,503.260909
0.174,503.2797574
0.175,503.2986058
0.176,503.3174542
0.177,503.3363026
0.178,503.355151
0.179,503.3739994
0.18,503.3928477
0.181,503.4116961
0.182,503.4305444
0.183,503.4493927
0.184,503.468241
0.185,503.4870893
0.186,503.5059376
0.187,503.5247859
0.188,503.5436341
0.189,503.5624823
0.19,503.5813306
0.191,503.6001788
0.192,503.619027
0.193,503.6378751
0.194,503.6567233
0.195,503.6755714
0.196,503.6944196
0.197,503.7132677
0.198,503.7321158
0.199,503.7509639
0.2,503.769812
0.201,503.78866
0.202,503.8075081
0.203,503.8263561
0.204,503.8452041
0.205,503.8640521
0.206,503.8829001
0.207,503.9017481
0.208,503.920596
0.209,503.939444
0.21,503.9582919
0.211,503.9771398
0.212,503.9959877
0.213,504.0148356
0.214,504.0336834
0.215,504.0525313
0.216,504.0713791
0.217,504.0902269
0.218,504.1090747
0.219,504.1279225
0.22,504.1467702
0.221,504.165618
0.222,504.1844657
0.223,504.2033134
0.224,504.2221611
0.225,504.2410088
0.226,504.2598565
0.227,504.2787041
0.228,504.2975518
0.229,504.3163994
0.23,504.335247
0.231,504.3540945
0.232,504.3729421
0.233,504.3917896
0.234,504.4106372
0.235,504.4294847
0.236,504.4483322
0.237,504.4671797
0.238,504.4860271
0.239,504.5048745
0.24,504.523722
0.241,504.5425694
0.242,504.5614168
0.243,504.5802641
0.244,504.5991115
0.245,504.6179588
0.246,504.6368061
0.247,504.6556534
0.248,504.6745007
0.249,504.693348
0.25,504.7121952
0.251,504.7310424
0.252,504.7498896
0.253,504.7687368
0.254,504.787584
0.255,504.8064311
0.256,504.8252782
0.257,504.8441253
0.258,504.8629724
0.259,504.8818195
0.26,504.9006666
0.261,504.9195136
0.262,504.9383606
0.263,504.9572076
0.264,504.9760546
0.265,504.9949015
0.266,505.0137484
0.267,505.0325954
0.268,505.0514423
0.269,505.0702891
0.27,505.089136
0.271,505.1079828
0.272,505.1268296
0.273,505.1456764
0.274,505.1645232
0.275,505.1833699
0.276,505.2022167
0.277,505.2210634
0.278,505.2399101
0.279,505.2587568
0.28,505.2776034
0.281,505.29645
0.282,505.3152966
0.283,505.3341432
0.284,505.3529898
0.285,505.3718363
0.286,505.3906829
0.287,505.4095294
0.288,505.4283758
0.289,505.4472223
0.29,505.4660687
0.291,505.4849152
0.292,505.5037615
0.293,505.5226079
0.294,505.5414543
0.295,505.5603006
0.296,505.5791469
0.297,505.5979932
0.298,505.6168395
0.299,505.6356857
0.3,505.6545319
0.301,505.6733781
0.302,505.6922243
0.303,505.7110704
0.304,505.7299166
0.305,505.7487627
0.306,505.7676088
0.307,505.7864548
0.308,505.8053009
0.309,505.8241469
0.31,505.8429929
0.311,505.8618388
0.312,505.8806848
0.313,505.8995307
0.314,505.9183766
0.315,505.9372225
0.316,505.9560683
0.317,505.9749142
0.318,505.99376
0.319,506.0126057
0.32,506.0314515
0.321,506.0502972
0.322,506.0691429
0.323,506.0879886
0.324,506.1068343
0.325,506.1256799
0.326,506.1445255
0.327,506.1633711
0.328,506.1822167
0.329,506.2010622
0.33,506.2199078
0.331,506.2387532
0.332,506.2575987
0.333,506.2764442
0.334,506.2952896
0.335,506.314135
0.336,506.3329803
0.337,506.3518257
0.338,506.370671
0.339,506.3895163
0.34,506.4083616
0.341,506.4272068
0.342,506.446052
0.343,506.4648972
0.344,506.4837424
0.345,506.5025875
0.346,506.5214326
0.347,506.5402777
0.348,506.5591228
0.349,506.5779678
0.35,506.5968128
0.351,506.6156578
0.352,506.6345028
0.353,506.6533477
0.354,506.6721926
0.355,506.6910375
0.356,506.7098823
0.357,506.7287272
0.358,506.747572
0.359,506.7664167
0.36,506.7852615
0.361,506.8041062
0.362,506.8229509
0.363,506.8417956
0.364,506.8606402
0.365,506.8794848
0.366,506.8983294
0.367,506.917174
0.368,506.9360185
0.369,506.954863
0.37,506.9737075
0.371,506.9925519
0.372,507.0113964
0.373,507.0302407
0.374,507.0490851
0.375,507.0679295
0.376,507.0867738
0.377,507.105618
0.378,507.1244623
0.379,507.1433065
0.38,507.1621507
0.381,507.1809949
0.382,507.199839
0.383,507.2186831
0.384,507.2375272
0.385,507.2563713
0.386,507.2752153
0.387,507.2940593
0.388,507.3129033
0.389,507.3317472
0.39,507.3505911
0.391,507.369435
0.392,507.3882789
0.393,507.4071227
0.394,507.4259665
0.395,507.4448102
0.396,507.463654
0.397,507.4824977
0.398,507.5013414
0.399,507.520185
0.4,507.5390286
0.401,507.5578722
0.402,507.5767158
0.403,507.5955593
0.404,507.6144028
0.405,507.6332463
0.406,507.6520897
0.407,507.6709331
0.408,507.6897765
0.409,507.7086198
0.41,507.7274632
0.411,507.7463064
0.412,507.7651497
